student,professor,score,matched_role,student_role
Tara Ayers,Adrienne Miles,0.26,"['RA', 'TA']",TA
Christopher Little,Tony Singh,0.26,['RA'],RA
Angela Johnson,Tony Singh,0.26,['RA'],RA
Angela Johnson,Jennifer Harper,0.26,['RA'],RA
Angela Johnson,Adrienne Miles,0.26,"['RA', 'TA']",RA
Alfred Estrada,Tony Singh,0.26,['RA'],RA
Alfred Estrada,Jennifer Harper,0.26,['RA'],RA
David Lara,Tony Singh,0.26,['RA'],RA
Sabrina Sullivan,Jennifer Harper,0.26,['RA'],RA
Gregory Collins,Adrienne Miles,0.26,"['RA', 'TA']",TA
Jennifer Miller,Adrienne Miles,0.26,"['RA', 'TA']",RA
Angela Salazar,Adrienne Miles,0.26,"['RA', 'TA']",TA
James Hawkins,Adrienne Miles,0.26,"['RA', 'TA']",RA
Richard Butler,Jennifer Harper,0.26,['RA'],RA
Melinda Fowler,Adrienne Miles,0.26,"['RA', 'TA']",TA
Julia Figueroa,Adrienne Miles,0.26,"['RA', 'TA']",TA
Bonnie Edwards,Tony Singh,0.26,['RA'],RA
Bonnie Edwards,Jennifer Harper,0.26,['RA'],RA
Caleb Potter,Adrienne Miles,0.26,"['RA', 'TA']",TA
Tabitha Cunningham,Adrienne Miles,0.26,"['RA', 'TA']",TA
Jacqueline Sullivan,Tony Singh,0.26,['RA'],RA
Jacqueline Sullivan,Adrienne Miles,0.26,"['RA', 'TA']",RA
Carol Perkins,Tony Singh,0.26,['RA'],RA
Carol Perkins,Jennifer Harper,0.26,['RA'],RA
Carol Perkins,Adrienne Miles,0.26,"['RA', 'TA']",RA
Martin Valencia,Adrienne Miles,0.26,"['RA', 'TA']",TA
Nicole Davis,Jennifer Harper,0.26,['RA'],RA
Nicole Davis,Adrienne Miles,0.26,"['RA', 'TA']",RA
Matthew Mckinney,Adrienne Miles,0.26,"['RA', 'TA']",TA
Mark Prince,Adrienne Miles,0.26,"['RA', 'TA']",TA
Christopher Ferguson,Adrienne Miles,0.26,"['RA', 'TA']",TA
Rebecca Peterson,Adrienne Miles,0.26,"['RA', 'TA']",RA
Robin Landry,Adrienne Miles,0.26,"['RA', 'TA']",RA
David Anderson,Adrienne Miles,0.26,"['RA', 'TA']",RA
Jennifer Berry,Adrienne Miles,0.26,"['RA', 'TA']",RA
April George,Adrienne Miles,0.26,"['RA', 'TA']",RA
Justin Davis,Adrienne Miles,0.26,"['RA', 'TA']",RA
Paige Rivera MD,Adrienne Miles,0.26,"['RA', 'TA']",RA
David Rush,Adrienne Miles,0.26,"['RA', 'TA']",TA
Anna Scott,Adrienne Miles,0.26,"['RA', 'TA']",TA
Michael Fisher,Adrienne Miles,0.26,"['RA', 'TA']",RA
Steven Rivera,Jennifer Harper,0.26,['RA'],RA
Brett Williams,Adrienne Miles,0.26,"['RA', 'TA']",RA
Peter Taylor,Jennifer Harper,0.26,['RA'],RA
Barry Mitchell,Adrienne Miles,0.26,"['RA', 'TA']",TA
Brittany Mills,Adrienne Miles,0.26,"['RA', 'TA']",RA
Alexandria Shields,Jennifer Harper,0.26,['RA'],RA
Laura Gray,Adrienne Miles,0.26,"['RA', 'TA']",TA
Jesse Ruiz,Jennifer Harper,0.26,['RA'],RA
Brandon Perez,Adrienne Miles,0.26,"['RA', 'TA']",TA
Alexis Simmons,Adrienne Miles,0.26,"['RA', 'TA']",RA
Harold Rogers,Jessica Davis,0.24,['TA'],TA
David Mills,Jessica Davis,0.24,['TA'],TA
Travis Collins,Jessica Davis,0.24,['TA'],TA
Emily Chang,Marie Wilkinson,0.24,['RA'],TA
Michael Martinez,Jessica Davis,0.24,['TA'],TA
Sandra Gomez MD,Jessica Davis,0.24,['TA'],TA
Joseph Smith,Marie Wilkinson,0.24,['RA'],Grader
Dakota Jefferson,Marie Wilkinson,0.24,['RA'],Grader
Ryan Freeman,Jessica Davis,0.24,['TA'],TA
Cody Klein,Jessica Davis,0.24,['TA'],TA
Tabitha Cunningham,Jessica Davis,0.24,['TA'],TA
Russell Mason,Jessica Davis,0.24,['TA'],TA
Suzanne Mcintosh,Jessica Davis,0.24,['TA'],TA
Randy Thomas,Marie Wilkinson,0.24,['RA'],Grader
Pamela Baxter,Jessica Davis,0.24,['TA'],TA
Mr. Walter Henson DDS,Jessica Davis,0.24,['TA'],TA
Caitlyn Nelson,Jessica Davis,0.24,['TA'],TA
Diana Ross,Joshua Ross,0.24,['TA'],RA
Alexandria Owens,Marie Wilkinson,0.24,['RA'],Grader
Samantha Gonzales,Jessica Davis,0.24,['TA'],TA
Ashley Robles,Adrienne Miles,0.2,"['RA', 'TA']",RA
Erin Sloan,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Erin Sloan,Tony Singh,0.2,['RA'],RA
Lauren Hamilton,Adrienne Miles,0.2,"['RA', 'TA']",TA
Michael Hayes,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Michael Hayes,Diana Parker,0.2,"['Grader', 'TA']",Grader
Alexandria Owens,Michael Soto,0.2,['Grader'],Grader
Julia Figueroa,Joshua Ross,0.2,['TA'],TA
Julia Figueroa,Diana Parker,0.2,"['Grader', 'TA']",TA
Julia Figueroa,Jessica Davis,0.2,['TA'],TA
Kimberly Monroe,Marie Wilkinson,0.2,['RA'],RA
Kimberly Monroe,Tony Singh,0.2,['RA'],RA
Kimberly Monroe,Jennifer Harper,0.2,['RA'],RA
Michael Hayes,Michael Soto,0.2,['Grader'],Grader
Jared Gross,Tony Singh,0.2,['RA'],RA
Larry Briggs,Michael Soto,0.2,['Grader'],Grader
Melinda Fowler,Joshua Ross,0.2,['TA'],TA
Jared Gross,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Melinda Fowler,Diana Parker,0.2,"['Grader', 'TA']",TA
Melinda Fowler,Jessica Davis,0.2,['TA'],TA
Rebekah White,Adrienne Miles,0.2,"['RA', 'TA']",Grader
Ashley Robles,Jennifer Harper,0.2,['RA'],RA
Lauren Hamilton,Joshua Ross,0.2,['TA'],TA
Rebekah White,Diana Parker,0.2,"['Grader', 'TA']",Grader
Lauren Hamilton,Diana Parker,0.2,"['Grader', 'TA']",TA
Lauren Hamilton,Jessica Davis,0.2,['TA'],TA
Dana White,Michael Soto,0.2,['Grader'],Grader
Lauren Hamilton,Alan Butler,0.2,"['TA', 'Grader']",TA
Ashley Robles,Marie Wilkinson,0.2,['RA'],RA
Ashley Robles,Tony Singh,0.2,['RA'],RA
Rebekah White,Alan Butler,0.2,"['TA', 'Grader']",Grader
Marc Martin,Adrienne Miles,0.2,"['RA', 'TA']",TA
Michele Taylor,Michael Soto,0.2,['Grader'],Grader
Michele Taylor,Diana Parker,0.2,"['Grader', 'TA']",Grader
Michele Taylor,Alan Butler,0.2,"['TA', 'Grader']",Grader
Renee Walker,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Shannon Allen,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Shannon Allen,Tony Singh,0.2,['RA'],RA
Brian Austin,Diana Parker,0.2,"['Grader', 'TA']",TA
Alice Young,Joshua Ross,0.2,['TA'],TA
Kimberly Monroe,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Renee Walker,Tony Singh,0.2,['RA'],RA
Renee Walker,Jennifer Harper,0.2,['RA'],RA
Renee Walker,Adrienne Miles,0.2,"['RA', 'TA']",RA
Marc Martin,Diana Parker,0.2,"['Grader', 'TA']",TA
Marc Martin,Jessica Davis,0.2,['TA'],TA
Marc Martin,Alan Butler,0.2,"['TA', 'Grader']",TA
Shannon Allen,Jennifer Harper,0.2,['RA'],RA
Erin Sloan,Adrienne Miles,0.2,"['RA', 'TA']",RA
Brian Austin,Jessica Davis,0.2,['TA'],TA
Rebekah White,Michael Soto,0.2,['Grader'],Grader
Brian Austin,Alan Butler,0.2,"['TA', 'Grader']",TA
Julia Figueroa,Alan Butler,0.2,"['TA', 'Grader']",TA
Rebekah White,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Veronica Reynolds,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Veronica Reynolds,Marie Wilkinson,0.2,['RA'],RA
Michele Taylor,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Veronica Reynolds,Tony Singh,0.2,['RA'],RA
Veronica Reynolds,Jennifer Harper,0.2,['RA'],RA
Sabrina Sullivan,Tony Singh,0.2,['RA'],RA
Nicholas Lloyd,Alan Butler,0.2,"['TA', 'Grader']",Grader
Nicholas Lloyd,Diana Parker,0.2,"['Grader', 'TA']",Grader
Nicholas Lloyd,Michael Soto,0.2,['Grader'],Grader
Nicholas Lloyd,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Sabrina Sullivan,Adrienne Miles,0.2,"['RA', 'TA']",RA
Richard Butler,Adrienne Miles,0.2,"['RA', 'TA']",RA
Brooke Case,Tony Singh,0.2,['RA'],RA
Brooke Case,Jennifer Harper,0.2,['RA'],RA
Brooke Case,Adrienne Miles,0.2,"['RA', 'TA']",RA
Colleen Thomas PhD,Tony Singh,0.2,['RA'],RA
April George,Tony Singh,0.2,['RA'],RA
April George,Jennifer Harper,0.2,['RA'],RA
Michael Orozco,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Michael Orozco,Michael Soto,0.2,['Grader'],Grader
Jared Gross,Marie Wilkinson,0.2,['RA'],RA
Charles Jackson,Michael Soto,0.2,['Grader'],Grader
Charles Jackson,Diana Parker,0.2,"['Grader', 'TA']",Grader
Charles Jackson,Alan Butler,0.2,"['TA', 'Grader']",Grader
Deanna Nielsen,Michael Soto,0.2,['Grader'],Grader
Deanna Nielsen,Alan Butler,0.2,"['TA', 'Grader']",Grader
Jamie Hoffman,Joshua Ross,0.2,['TA'],TA
Jamie Hoffman,Diana Parker,0.2,"['Grader', 'TA']",TA
Jamie Hoffman,Jessica Davis,0.2,['TA'],TA
Michael Orozco,Diana Parker,0.2,"['Grader', 'TA']",Grader
Robin Landry,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Robin Landry,Marie Wilkinson,0.2,['RA'],RA
Robin Landry,Tony Singh,0.2,['RA'],RA
Robin Landry,Jennifer Harper,0.2,['RA'],RA
David Anderson,Roberto Delgado,0.2,"['RA', 'Grader']",RA
David Anderson,Marie Wilkinson,0.2,['RA'],RA
Dylan Castillo,Michael Soto,0.2,['Grader'],Grader
Natasha Keller,Diana Parker,0.2,"['Grader', 'TA']",TA
Brooke Case,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Patrick Johnson,Roberto Delgado,0.2,"['RA', 'Grader']",RA
David Anderson,Tony Singh,0.2,['RA'],RA
David Anderson,Jennifer Harper,0.2,['RA'],RA
Jennifer Berry,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Jennifer Berry,Marie Wilkinson,0.2,['RA'],RA
Jennifer Berry,Tony Singh,0.2,['RA'],RA
Jennifer Berry,Jennifer Harper,0.2,['RA'],RA
April George,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Brandon Ruiz,Alan Butler,0.2,"['TA', 'Grader']",TA
Joseph Harmon,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Joseph Harmon,Marie Wilkinson,0.2,['RA'],RA
Caleb Potter,Diana Parker,0.2,"['Grader', 'TA']",TA
Caleb Potter,Jessica Davis,0.2,['TA'],TA
Caleb Potter,Alan Butler,0.2,"['TA', 'Grader']",TA
Kurt Brandt,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Kurt Brandt,Michael Soto,0.2,['Grader'],Grader
Kurt Brandt,Diana Parker,0.2,"['Grader', 'TA']",Grader
Jamie Hoffman,Alan Butler,0.2,"['TA', 'Grader']",TA
Christopher Lin,Diana Parker,0.2,"['Grader', 'TA']",Grader
Randy Thomas,Michael Soto,0.2,['Grader'],Grader
Randy Thomas,Diana Parker,0.2,"['Grader', 'TA']",Grader
Anita Haney,Joshua Ross,0.2,['TA'],TA
Anita Haney,Diana Parker,0.2,"['Grader', 'TA']",TA
Anita Haney,Jessica Davis,0.2,['TA'],TA
Anita Haney,Alan Butler,0.2,"['TA', 'Grader']",TA
Richard Butler,Tony Singh,0.2,['RA'],RA
Christopher Lin,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Jamie Hoffman,Adrienne Miles,0.2,"['RA', 'TA']",TA
Martha Cooper,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Martha Cooper,Michael Soto,0.2,['Grader'],Grader
Martha Cooper,Diana Parker,0.2,"['Grader', 'TA']",Grader
Joseph Harmon,Tony Singh,0.2,['RA'],RA
Joseph Harmon,Jennifer Harper,0.2,['RA'],RA
Chad Arroyo,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Chad Arroyo,Michael Soto,0.2,['Grader'],Grader
Anthony Hoover,Alan Butler,0.2,"['TA', 'Grader']",TA
Martha Cooper,Alan Butler,0.2,"['TA', 'Grader']",Grader
Jacqueline Lopez,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Jacqueline Lopez,Michael Soto,0.2,['Grader'],Grader
Jacqueline Lopez,Diana Parker,0.2,"['Grader', 'TA']",Grader
Caleb Potter,Joshua Ross,0.2,['TA'],TA
Anthony Hoover,Joshua Ross,0.2,['TA'],TA
Anthony Hoover,Diana Parker,0.2,"['Grader', 'TA']",TA
Anthony Hoover,Jessica Davis,0.2,['TA'],TA
Chad Arroyo,Diana Parker,0.2,"['Grader', 'TA']",Grader
Laura Moore,Jessica Davis,0.2,['TA'],TA
Caitlyn Nelson,Diana Parker,0.2,"['Grader', 'TA']",TA
Caitlyn Nelson,Alan Butler,0.2,"['TA', 'Grader']",TA
Caitlyn Nelson,Adrienne Miles,0.2,"['RA', 'TA']",TA
Andrew Wood,Michael Soto,0.2,['Grader'],Grader
Nicole Byrd,Tony Singh,0.2,['RA'],RA
Nicole Byrd,Jennifer Harper,0.2,['RA'],RA
Nicole Byrd,Adrienne Miles,0.2,"['RA', 'TA']",RA
Jennifer Miller,Tony Singh,0.2,['RA'],RA
Tara Ayers,Joshua Ross,0.2,['TA'],TA
Gregory Martin,Tony Singh,0.2,['RA'],RA
Gregory Martin,Jennifer Harper,0.2,['RA'],RA
Carl Jordan,Michael Soto,0.2,['Grader'],Grader
Carl Jordan,Alan Butler,0.2,"['TA', 'Grader']",Grader
Elizabeth Burns,Tony Singh,0.2,['RA'],RA
Elizabeth Burns,Jennifer Harper,0.2,['RA'],RA
Scott Frazier,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Joseph Smith,Michael Soto,0.2,['Grader'],Grader
Ashley Cooper,Tony Singh,0.2,['RA'],RA
Ashley Cooper,Jennifer Harper,0.2,['RA'],RA
Ashley Cooper,Adrienne Miles,0.2,"['RA', 'TA']",RA
Russell Mason,Diana Parker,0.2,"['Grader', 'TA']",TA
Chad Oconnell,Tony Singh,0.2,['RA'],RA
Chad Oconnell,Adrienne Miles,0.2,"['RA', 'TA']",RA
Brittney Arnold,Joshua Ross,0.2,['TA'],TA
Brittney Arnold,Diana Parker,0.2,"['Grader', 'TA']",TA
Laura Moore,Diana Parker,0.2,"['Grader', 'TA']",TA
Brittney Arnold,Alan Butler,0.2,"['TA', 'Grader']",TA
Brittney Arnold,Adrienne Miles,0.2,"['RA', 'TA']",TA
Russell Mason,Adrienne Miles,0.2,"['RA', 'TA']",TA
Ryan Collins Jr.,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Ryan Collins Jr.,Michael Soto,0.2,['Grader'],Grader
Ryan Collins Jr.,Diana Parker,0.2,"['Grader', 'TA']",Grader
Amanda Jackson,Michael Soto,0.2,['Grader'],Grader
Laura Moore,Joshua Ross,0.2,['TA'],TA
Brittney Arnold,Jessica Davis,0.2,['TA'],TA
Mr. Thomas Carter Jr.,Alan Butler,0.2,"['TA', 'Grader']",Grader
Katherine Burgess,Jennifer Harper,0.2,['RA'],RA
Judith Cherry,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Mr. Thomas Carter Jr.,Michael Soto,0.2,['Grader'],Grader
Mr. Thomas Carter Jr.,Diana Parker,0.2,"['Grader', 'TA']",Grader
Stephanie Jones,Joshua Ross,0.2,['TA'],TA
Mark Wolf,Alan Butler,0.2,"['TA', 'Grader']",Grader
Christopher Russell,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Scott Frazier,Michael Soto,0.2,['Grader'],Grader
Christopher Russell,Tony Singh,0.2,['RA'],RA
Christopher Russell,Jennifer Harper,0.2,['RA'],RA
Peter Smith,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Mark Wolf,Michael Soto,0.2,['Grader'],Grader
Mark Wolf,Diana Parker,0.2,"['Grader', 'TA']",Grader
Lisa Stone,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Lisa Stone,Michael Soto,0.2,['Grader'],Grader
Lisa Stone,Diana Parker,0.2,"['Grader', 'TA']",Grader
Christopher Russell,Marie Wilkinson,0.2,['RA'],RA
Scott Frazier,Diana Parker,0.2,"['Grader', 'TA']",Grader
Scott Frazier,Alan Butler,0.2,"['TA', 'Grader']",Grader
Nicole Byrd,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Katherine Burgess,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Katherine Burgess,Tony Singh,0.2,['RA'],RA
Peter Smith,Diana Parker,0.2,"['Grader', 'TA']",Grader
Susan Harris,Joshua Ross,0.2,['TA'],TA
Susan Harris,Diana Parker,0.2,"['Grader', 'TA']",TA
Elizabeth Burns,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Susan Harris,Alan Butler,0.2,"['TA', 'Grader']",TA
Susan Harris,Adrienne Miles,0.2,"['RA', 'TA']",TA
Robert Strong,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Robert Strong,Michael Soto,0.2,['Grader'],Grader
Robert Strong,Diana Parker,0.2,"['Grader', 'TA']",Grader
Robert Strong,Alan Butler,0.2,"['TA', 'Grader']",Grader
Stephanie Jones,Jessica Davis,0.2,['TA'],TA
Stephanie Jones,Alan Butler,0.2,"['TA', 'Grader']",TA
Stephanie Jones,Adrienne Miles,0.2,"['RA', 'TA']",TA
Susan Harris,Jessica Davis,0.2,['TA'],TA
Andrea Roy,Diana Parker,0.2,"['Grader', 'TA']",Grader
Michael Mckinney,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Michael Mckinney,Michael Soto,0.2,['Grader'],Grader
Michael Mckinney,Diana Parker,0.2,"['Grader', 'TA']",Grader
Michael Mckinney,Alan Butler,0.2,"['TA', 'Grader']",Grader
James Hawkins,Marie Wilkinson,0.2,['RA'],RA
James Hawkins,Tony Singh,0.2,['RA'],RA
James Hawkins,Jennifer Harper,0.2,['RA'],RA
Ashley Cooper,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Alex Sloan,Tony Singh,0.2,['RA'],RA
Amanda Jackson,Alan Butler,0.2,"['TA', 'Grader']",Grader
Alex Sloan,Jennifer Harper,0.2,['RA'],RA
Alex Sloan,Adrienne Miles,0.2,"['RA', 'TA']",RA
Dr. Kim Cohen,Joshua Ross,0.2,['TA'],TA
Dr. Kim Cohen,Diana Parker,0.2,"['Grader', 'TA']",TA
Emily Chang,Jessica Davis,0.2,['TA'],TA
Emily Chang,Alan Butler,0.2,"['TA', 'Grader']",TA
Alex Sloan,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Jared Gross,Jennifer Harper,0.2,['RA'],RA
Jared Gross,Adrienne Miles,0.2,"['RA', 'TA']",RA
Gregory Collins,Joshua Ross,0.2,['TA'],TA
Gregory Collins,Jessica Davis,0.2,['TA'],TA
Gregory Collins,Alan Butler,0.2,"['TA', 'Grader']",TA
Jennifer Miller,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Carlos Morales,Adrienne Miles,0.2,"['RA', 'TA']",RA
Nicole Terry,Joshua Ross,0.2,['TA'],TA
James Hawkins,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Nicole Terry,Jessica Davis,0.2,['TA'],TA
Nicole Terry,Alan Butler,0.2,"['TA', 'Grader']",TA
Nicole Terry,Adrienne Miles,0.2,"['RA', 'TA']",TA
Erin Sloan,Jennifer Harper,0.2,['RA'],RA
Jennifer Miller,Jennifer Harper,0.2,['RA'],RA
Angela Salazar,Jessica Davis,0.2,['TA'],TA
Scott Summers,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Scott Summers,Diana Parker,0.2,"['Grader', 'TA']",Grader
Nicole Terry,Diana Parker,0.2,"['Grader', 'TA']",TA
Michael Johnson,Diana Parker,0.2,"['Grader', 'TA']",Grader
Michael Johnson,Alan Butler,0.2,"['TA', 'Grader']",Grader
Joseph Bush,Joshua Ross,0.2,['TA'],TA
Joseph Bush,Jessica Davis,0.2,['TA'],TA
Joseph Bush,Alan Butler,0.2,"['TA', 'Grader']",TA
Joseph Bush,Adrienne Miles,0.2,"['RA', 'TA']",TA
Suzanne Mcintosh,Joshua Ross,0.2,['TA'],TA
Suzanne Mcintosh,Diana Parker,0.2,"['Grader', 'TA']",TA
Emily Chang,Adrienne Miles,0.2,"['RA', 'TA']",TA
Suzanne Mcintosh,Adrienne Miles,0.2,"['RA', 'TA']",TA
James Carter,Roberto Delgado,0.2,"['RA', 'Grader']",RA
James Carter,Tony Singh,0.2,['RA'],RA
James Carter,Jennifer Harper,0.2,['RA'],RA
James Carter,Adrienne Miles,0.2,"['RA', 'TA']",RA
Tammy Wyatt,Joshua Ross,0.2,['TA'],TA
Tammy Wyatt,Diana Parker,0.2,"['Grader', 'TA']",TA
Tammy Wyatt,Jessica Davis,0.2,['TA'],TA
Suzanne Mcintosh,Alan Butler,0.2,"['TA', 'Grader']",TA
Shawn Walker,Joshua Ross,0.2,['TA'],TA
Shawn Walker,Diana Parker,0.2,"['Grader', 'TA']",TA
Shawn Walker,Jessica Davis,0.2,['TA'],TA
Shawn Walker,Alan Butler,0.2,"['TA', 'Grader']",TA
Andrea Roy,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Dr. Kim Cohen,Jessica Davis,0.2,['TA'],TA
Dr. Kim Cohen,Alan Butler,0.2,"['TA', 'Grader']",TA
Dr. Kim Cohen,Adrienne Miles,0.2,"['RA', 'TA']",TA
Michael Johnson,Michael Soto,0.2,['Grader'],Grader
Vickie Moran,Tony Singh,0.2,['RA'],RA
Vickie Moran,Jennifer Harper,0.2,['RA'],RA
Vickie Moran,Adrienne Miles,0.2,"['RA', 'TA']",RA
Michael Johnson,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Joshua Clark,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Joshua Clark,Marie Wilkinson,0.2,['RA'],RA
Joshua Clark,Tony Singh,0.2,['RA'],RA
Joshua Clark,Jennifer Harper,0.2,['RA'],RA
Emily Chang,Diana Parker,0.2,"['Grader', 'TA']",TA
Vickie Moran,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Barry Mitchell,Diana Parker,0.2,"['Grader', 'TA']",TA
Barry Mitchell,Jessica Davis,0.2,['TA'],TA
Barry Mitchell,Alan Butler,0.2,"['TA', 'Grader']",TA
Alexis Simmons,Tony Singh,0.2,['RA'],RA
Alexis Simmons,Jennifer Harper,0.2,['RA'],RA
Cynthia Jensen,Joshua Ross,0.2,['TA'],TA
Cynthia Jensen,Diana Parker,0.2,"['Grader', 'TA']",TA
Cynthia Jensen,Jessica Davis,0.2,['TA'],TA
Carlos Morales,Marie Wilkinson,0.2,['RA'],RA
Peter Taylor,Tony Singh,0.2,['RA'],RA
Peter Taylor,Adrienne Miles,0.2,"['RA', 'TA']",RA
Timothy Holland,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Jason Melton,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Jason Melton,Tony Singh,0.2,['RA'],RA
Jason Melton,Jennifer Harper,0.2,['RA'],RA
Jason Melton,Adrienne Miles,0.2,"['RA', 'TA']",RA
Wayne Carrillo,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Cynthia Jensen,Alan Butler,0.2,"['TA', 'Grader']",TA
Christopher Mcdonald,Joshua Ross,0.2,['TA'],TA
Christopher Mcdonald,Diana Parker,0.2,"['Grader', 'TA']",TA
Christopher Mcdonald,Jessica Davis,0.2,['TA'],TA
Christopher Mcdonald,Alan Butler,0.2,"['TA', 'Grader']",TA
Christopher Mcdonald,Adrienne Miles,0.2,"['RA', 'TA']",TA
Kimberly Sanchez,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Kimberly Sanchez,Marie Wilkinson,0.2,['RA'],RA
Kimberly Sanchez,Tony Singh,0.2,['RA'],RA
Barry Mitchell,Joshua Ross,0.2,['TA'],TA
Kimberly Sanchez,Adrienne Miles,0.2,"['RA', 'TA']",RA
David Gardner,Roberto Delgado,0.2,"['RA', 'Grader']",RA
David Gardner,Marie Wilkinson,0.2,['RA'],RA
David Gardner,Tony Singh,0.2,['RA'],RA
David Gardner,Jennifer Harper,0.2,['RA'],RA
Kara Foster,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Kara Foster,Michael Soto,0.2,['Grader'],Grader
Brett Williams,Tony Singh,0.2,['RA'],RA
Brett Williams,Jennifer Harper,0.2,['RA'],RA
Kimberly Sanchez,Jennifer Harper,0.2,['RA'],RA
Angel Thornton DVM,Diana Parker,0.2,"['Grader', 'TA']",Grader
Maria Wu,Tony Singh,0.2,['RA'],RA
Maria Wu,Jennifer Harper,0.2,['RA'],RA
Brittany Mills,Jennifer Harper,0.2,['RA'],RA
Melissa Escobar,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Melissa Escobar,Tony Singh,0.2,['RA'],RA
Melissa Escobar,Jennifer Harper,0.2,['RA'],RA
Melissa Escobar,Adrienne Miles,0.2,"['RA', 'TA']",RA
Wayne Carrillo,Marie Wilkinson,0.2,['RA'],RA
Alexandria Shields,Adrienne Miles,0.2,"['RA', 'TA']",RA
Laura Gray,Joshua Ross,0.2,['TA'],TA
Laura Gray,Diana Parker,0.2,"['Grader', 'TA']",TA
Laura Gray,Jessica Davis,0.2,['TA'],TA
Miguel Brown,Michael Soto,0.2,['Grader'],Grader
Miguel Brown,Diana Parker,0.2,"['Grader', 'TA']",Grader
Terry Harris,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Terry Harris,Tony Singh,0.2,['RA'],RA
Alexandria Shields,Tony Singh,0.2,['RA'],RA
Wayne Carrillo,Tony Singh,0.2,['RA'],RA
Wayne Carrillo,Jennifer Harper,0.2,['RA'],RA
Wayne Carrillo,Adrienne Miles,0.2,"['RA', 'TA']",RA
Megan Ramirez,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Maria Wu,Adrienne Miles,0.2,"['RA', 'TA']",RA
Kimberly Reese MD,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Kimberly Reese MD,Tony Singh,0.2,['RA'],RA
Kimberly Reese MD,Jennifer Harper,0.2,['RA'],RA
Angel Thornton DVM,Michael Soto,0.2,['Grader'],Grader
Alexis Simmons,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Alexis Simmons,Marie Wilkinson,0.2,['RA'],RA
Megan Ramirez,Michael Soto,0.2,['Grader'],Grader
Megan Ramirez,Diana Parker,0.2,"['Grader', 'TA']",Grader
Megan Ramirez,Alan Butler,0.2,"['TA', 'Grader']",Grader
Brittany Mills,Roberto Delgado,0.2,"['RA', 'Grader']",RA
Brittany Mills,Marie Wilkinson,0.2,['RA'],RA
Brittany Mills,Tony Singh,0.2,['RA'],RA
Angel Thornton DVM,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Kimberly Reese MD,Adrienne Miles,0.2,"['RA', 'TA']",RA
Chelsea Bailey,Roberto Delgado,0.2,"['RA', 'Grader']",Grader
Chelsea Bailey,Michael Soto,0.2,['Grader'],Grader
Chelsea Bailey,Diana Parker,0.2,"['Grader', 'TA']",Grader
