student,professor,score,reasons
David Lopez,Shannon Reyes,30,matched desired role: RA
David Lopez,Jeanne Clark,30,matched desired role: RA
David Lopez,Victoria Oliver,30,matched desired role: RA
David Lopez,Adrienne Miles,30,matched desired role: RA
David Lopez,Jennifer Harper,30,matched desired role: RA
David Lopez,Tony Singh,30,matched desired role: RA
David Lopez,Marie Wilkinson,30,matched desired role: RA
David Lopez,Roberto Delgado,30,matched desired role: RA
David Lopez,Patrick Dillon,30,matched desired role: RA
David Lopez,Brenda Thomas,30,matched desired role: RA
Nancy Hamilton,Steven Parker,30,matched desired role: Grader
Nancy Hamilton,Beth Taylor,30,matched desired role: Grader
Nancy Hamilton,Chelsea Wallace,30,matched desired role: Grader
Nancy Hamilton,Jessica Wood,70,shared interest in Financial Forecasting; matched desired role: Grader
Nancy Hamilton,Kimberly Friedman,30,matched desired role: Grader
Nancy Hamilton,Ashley Washington,40,shared interest in Financial Forecasting
Nancy Hamilton,Michael Matthews,70,shared interest in Financial Forecasting; matched desired role: Grader
Nancy Hamilton,Scott Foster PhD,30,matched desired role: Grader
Nancy Hamilton,Shawn Medina,30,matched desired role: Grader
Nancy Hamilton,Mercedes Francis,30,matched desired role: Grader
Nancy Hamilton,Shannon Reyes,30,matched desired role: Grader
Nancy Hamilton,John Dawson,30,matched desired role: Grader
Nancy Hamilton,Jeanne Clark,30,matched desired role: Grader
Nancy Hamilton,Victoria Oliver,30,matched desired role: Grader
Nancy Hamilton,Adrienne Miles,40,shared interest in Financial Forecasting
Nancy Hamilton,Alan Butler,30,matched desired role: Grader
Nancy Hamilton,Diana Parker,30,matched desired role: Grader
Nancy Hamilton,Michael Soto,30,matched desired role: Grader
Nancy Hamilton,Roberto Delgado,30,matched desired role: Grader
Nancy Hamilton,Courtney Pitts,30,matched desired role: Grader
Nancy Hamilton,Karen Price,40,shared interest in Financial Forecasting
Nancy Hamilton,Brenda Thomas,30,matched desired role: Grader
Nancy Hamilton,Stephanie Hall,30,matched desired role: Grader
Nancy Hamilton,Paul Robinson,30,matched desired role: Grader
Nancy Hamilton,Jamie Bowen,30,matched desired role: Grader
Nancy Hamilton,Anthony Ruiz,30,matched desired role: Grader
Nancy Hamilton,Christopher Bennett,30,matched desired role: Grader
Nancy Hamilton,Rebecca Terry,30,matched desired role: Grader
Nancy Hamilton,Bradley Elliott,30,matched desired role: Grader
Nancy Hamilton,Heather Mckinney,30,matched desired role: Grader
Nancy Hamilton,Brenda Marquez,30,matched desired role: Grader
Michelle Pham,Christopher Smith,30,matched desired role: RA
Michelle Pham,Beth Taylor,30,matched desired role: RA
Michelle Pham,Christopher Lee DVM,30,matched desired role: RA
Michelle Pham,Scott Foster PhD,30,matched desired role: RA
Michelle Pham,Mercedes Francis,30,matched desired role: RA
Michelle Pham,Casey Nunez,30,matched desired role: RA
Michelle Pham,Shannon Reyes,30,matched desired role: RA
Michelle Pham,Jeanne Clark,30,matched desired role: RA
Michelle Pham,Victoria Oliver,30,matched desired role: RA
Michelle Pham,Adrienne Miles,30,matched desired role: RA
Michelle Pham,Jennifer Harper,30,matched desired role: RA
Michelle Pham,Tony Singh,30,matched desired role: RA
Michelle Pham,Marie Wilkinson,30,matched desired role: RA
Michelle Pham,Roberto Delgado,30,matched desired role: RA
Michelle Pham,Patrick Dillon,30,matched desired role: RA
Michelle Pham,Brenda Thomas,30,matched desired role: RA
Linda Jordan,Christopher Smith,30,matched desired role: TA
Linda Jordan,Steven Parker,30,matched desired role: TA
Linda Jordan,Chelsea Wallace,30,matched desired role: TA
Linda Jordan,Jessica Wood,30,matched desired role: TA
Linda Jordan,Kimberly Friedman,30,matched desired role: TA
Linda Jordan,Ashley Washington,30,matched desired role: TA
Linda Jordan,Nicole Payne,30,matched desired role: TA
Linda Jordan,Christopher Lee DVM,30,matched desired role: TA
Linda Jordan,Jeffrey Weiss,30,matched desired role: TA
Linda Jordan,Jason Smith,30,matched desired role: TA
Linda Jordan,Casey Nunez,30,matched desired role: TA
Linda Jordan,John Dawson,30,matched desired role: TA
Linda Jordan,Adrienne Miles,30,matched desired role: TA
Linda Jordan,Alan Butler,30,matched desired role: TA
Linda Jordan,Jessica Davis,30,matched desired role: TA
Linda Jordan,Diana Parker,30,matched desired role: TA
Linda Jordan,Joshua Ross,30,matched desired role: TA
Linda Jordan,Dr. Kristin Baldwin,30,matched desired role: TA
Linda Jordan,Courtney Pitts,30,matched desired role: TA
Linda Jordan,Karen Price,30,matched desired role: TA
Linda Jordan,Elizabeth Perry,30,matched desired role: TA
Linda Jordan,Betty Silva,30,matched desired role: TA
Linda Jordan,Jane Mckenzie,30,matched desired role: TA
Linda Jordan,Amber Smith MD,30,matched desired role: TA
Linda Jordan,Paul Robinson,30,matched desired role: TA
Linda Jordan,Rebecca Terry,30,matched desired role: TA
Linda Jordan,Andrea Hart,30,matched desired role: TA
Linda Jordan,David Stokes,30,matched desired role: TA
Joseph Stewart,Christopher Smith,30,matched desired role: TA
Joseph Stewart,Steven Parker,30,matched desired role: TA
Joseph Stewart,Chelsea Wallace,30,matched desired role: TA
Joseph Stewart,Jessica Wood,30,matched desired role: TA
Joseph Stewart,Kimberly Friedman,30,matched desired role: TA
Joseph Stewart,Ashley Washington,30,matched desired role: TA
Joseph Stewart,Nicole Payne,30,matched desired role: TA
Joseph Stewart,Christopher Lee DVM,30,matched desired role: TA
Joseph Stewart,Scott Foster PhD,5,skill overlap: Natural Language Processing
Joseph Stewart,Jeffrey Weiss,30,matched desired role: TA
Joseph Stewart,Jason Smith,30,matched desired role: TA
Joseph Stewart,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Joseph Stewart,John Dawson,30,matched desired role: TA
Joseph Stewart,Adrienne Miles,30,matched desired role: TA
Joseph Stewart,Alan Butler,30,matched desired role: TA
Joseph Stewart,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Joseph Stewart,Diana Parker,30,matched desired role: TA
Joseph Stewart,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Joseph Stewart,Dr. Kristin Baldwin,30,matched desired role: TA
Joseph Stewart,Courtney Pitts,30,matched desired role: TA
Joseph Stewart,Karen Price,30,matched desired role: TA
Joseph Stewart,Elizabeth Perry,30,matched desired role: TA
Joseph Stewart,Betty Silva,30,matched desired role: TA
Joseph Stewart,Jane Mckenzie,30,matched desired role: TA
Joseph Stewart,Amber Smith MD,30,matched desired role: TA
Joseph Stewart,Paul Robinson,30,matched desired role: TA
Joseph Stewart,Anthony Ruiz,5,skill overlap: Natural Language Processing
Joseph Stewart,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Joseph Stewart,Andrea Hart,30,matched desired role: TA
Joseph Stewart,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Scott Sampson,Steven Parker,30,matched desired role: Grader
Scott Sampson,Beth Taylor,30,matched desired role: Grader
Scott Sampson,Chelsea Wallace,30,matched desired role: Grader
Scott Sampson,Jessica Wood,30,matched desired role: Grader
Scott Sampson,Kimberly Friedman,30,matched desired role: Grader
Scott Sampson,Michael Matthews,30,matched desired role: Grader
Scott Sampson,Scott Foster PhD,30,matched desired role: Grader
Scott Sampson,Shawn Medina,30,matched desired role: Grader
Scott Sampson,Mercedes Francis,30,matched desired role: Grader
Scott Sampson,Shannon Reyes,30,matched desired role: Grader
Scott Sampson,John Dawson,30,matched desired role: Grader
Scott Sampson,Jeanne Clark,30,matched desired role: Grader
Scott Sampson,Victoria Oliver,30,matched desired role: Grader
Scott Sampson,Alan Butler,30,matched desired role: Grader
Scott Sampson,Diana Parker,30,matched desired role: Grader
Scott Sampson,Michael Soto,30,matched desired role: Grader
Scott Sampson,Roberto Delgado,30,matched desired role: Grader
Scott Sampson,Courtney Pitts,30,matched desired role: Grader
Scott Sampson,Brenda Thomas,30,matched desired role: Grader
Scott Sampson,Stephanie Hall,30,matched desired role: Grader
Scott Sampson,Paul Robinson,30,matched desired role: Grader
Scott Sampson,Jamie Bowen,30,matched desired role: Grader
Scott Sampson,Anthony Ruiz,30,matched desired role: Grader
Scott Sampson,Christopher Bennett,30,matched desired role: Grader
Scott Sampson,Rebecca Terry,30,matched desired role: Grader
Scott Sampson,Bradley Elliott,30,matched desired role: Grader
Scott Sampson,Heather Mckinney,30,matched desired role: Grader
Scott Sampson,Brenda Marquez,30,matched desired role: Grader
Abigail Henderson,Christopher Smith,30,matched desired role: TA
Abigail Henderson,Steven Parker,30,matched desired role: TA
Abigail Henderson,Chelsea Wallace,30,matched desired role: TA
Abigail Henderson,Jessica Wood,30,matched desired role: TA
Abigail Henderson,Kimberly Friedman,30,matched desired role: TA
Abigail Henderson,Ashley Washington,30,matched desired role: TA
Abigail Henderson,Nicole Payne,30,matched desired role: TA
Abigail Henderson,Christopher Lee DVM,30,matched desired role: TA
Abigail Henderson,Jeffrey Weiss,30,matched desired role: TA
Abigail Henderson,Jason Smith,30,matched desired role: TA
Abigail Henderson,Casey Nunez,30,matched desired role: TA
Abigail Henderson,John Dawson,30,matched desired role: TA
Abigail Henderson,Adrienne Miles,30,matched desired role: TA
Abigail Henderson,Alan Butler,30,matched desired role: TA
Abigail Henderson,Jessica Davis,30,matched desired role: TA
Abigail Henderson,Diana Parker,30,matched desired role: TA
Abigail Henderson,Joshua Ross,30,matched desired role: TA
Abigail Henderson,Dr. Kristin Baldwin,30,matched desired role: TA
Abigail Henderson,Courtney Pitts,30,matched desired role: TA
Abigail Henderson,Karen Price,30,matched desired role: TA
Abigail Henderson,Elizabeth Perry,30,matched desired role: TA
Abigail Henderson,Betty Silva,30,matched desired role: TA
Abigail Henderson,Jane Mckenzie,30,matched desired role: TA
Abigail Henderson,Amber Smith MD,30,matched desired role: TA
Abigail Henderson,Paul Robinson,30,matched desired role: TA
Abigail Henderson,Rebecca Terry,30,matched desired role: TA
Abigail Henderson,Andrea Hart,30,matched desired role: TA
Abigail Henderson,David Stokes,30,matched desired role: TA
Thomas Miles,Steven Parker,30,matched desired role: Grader
Thomas Miles,Beth Taylor,30,matched desired role: Grader
Thomas Miles,Chelsea Wallace,30,matched desired role: Grader
Thomas Miles,Jessica Wood,30,matched desired role: Grader
Thomas Miles,Kimberly Friedman,30,matched desired role: Grader
Thomas Miles,Michael Matthews,30,matched desired role: Grader
Thomas Miles,Scott Foster PhD,30,matched desired role: Grader
Thomas Miles,Shawn Medina,30,matched desired role: Grader
Thomas Miles,Mercedes Francis,30,matched desired role: Grader
Thomas Miles,Shannon Reyes,30,matched desired role: Grader
Thomas Miles,John Dawson,30,matched desired role: Grader
Thomas Miles,Jeanne Clark,30,matched desired role: Grader
Thomas Miles,Victoria Oliver,30,matched desired role: Grader
Thomas Miles,Alan Butler,30,matched desired role: Grader
Thomas Miles,Diana Parker,30,matched desired role: Grader
Thomas Miles,Michael Soto,30,matched desired role: Grader
Thomas Miles,Roberto Delgado,30,matched desired role: Grader
Thomas Miles,Courtney Pitts,30,matched desired role: Grader
Thomas Miles,Brenda Thomas,30,matched desired role: Grader
Thomas Miles,Stephanie Hall,30,matched desired role: Grader
Thomas Miles,Paul Robinson,30,matched desired role: Grader
Thomas Miles,Jamie Bowen,30,matched desired role: Grader
Thomas Miles,Anthony Ruiz,30,matched desired role: Grader
Thomas Miles,Christopher Bennett,30,matched desired role: Grader
Thomas Miles,Rebecca Terry,30,matched desired role: Grader
Thomas Miles,Bradley Elliott,30,matched desired role: Grader
Thomas Miles,Heather Mckinney,30,matched desired role: Grader
Thomas Miles,Brenda Marquez,30,matched desired role: Grader
David Wilcox,Christopher Smith,30,matched desired role: TA
David Wilcox,Steven Parker,70,shared interest in Criminal Justice Reform; matched desired role: TA
David Wilcox,Chelsea Wallace,30,matched desired role: TA
David Wilcox,Jessica Wood,30,matched desired role: TA
David Wilcox,Kimberly Friedman,30,matched desired role: TA
David Wilcox,Ashley Washington,30,matched desired role: TA
David Wilcox,Nicole Payne,30,matched desired role: TA
David Wilcox,Christopher Lee DVM,30,matched desired role: TA
David Wilcox,Jeffrey Weiss,30,matched desired role: TA
David Wilcox,Jason Smith,30,matched desired role: TA
David Wilcox,Casey Nunez,70,shared interest in Criminal Justice Reform; matched desired role: TA
David Wilcox,John Dawson,30,matched desired role: TA
David Wilcox,Adrienne Miles,30,matched desired role: TA
David Wilcox,Alan Butler,30,matched desired role: TA
David Wilcox,Jessica Davis,30,matched desired role: TA
David Wilcox,Diana Parker,30,matched desired role: TA
David Wilcox,Joshua Ross,30,matched desired role: TA
David Wilcox,Patrick Dillon,40,shared interest in Criminal Justice Reform
David Wilcox,Dr. Kristin Baldwin,30,matched desired role: TA
David Wilcox,Courtney Pitts,30,matched desired role: TA
David Wilcox,Karen Price,30,matched desired role: TA
David Wilcox,Elizabeth Perry,30,matched desired role: TA
David Wilcox,Betty Silva,30,matched desired role: TA
David Wilcox,Jane Mckenzie,30,matched desired role: TA
David Wilcox,Amber Smith MD,30,matched desired role: TA
David Wilcox,Paul Robinson,70,shared interest in Criminal Justice Reform; matched desired role: TA
David Wilcox,Christopher Bennett,40,shared interest in Criminal Justice Reform
David Wilcox,Rebecca Terry,30,matched desired role: TA
David Wilcox,Andrea Hart,30,matched desired role: TA
David Wilcox,David Stokes,30,matched desired role: TA
Mark Hester,Steven Parker,30,matched desired role: Grader
Mark Hester,Beth Taylor,30,matched desired role: Grader
Mark Hester,Chelsea Wallace,30,matched desired role: Grader
Mark Hester,Jessica Wood,70,shared interest in Financial Forecasting; matched desired role: Grader
Mark Hester,Kimberly Friedman,30,matched desired role: Grader
Mark Hester,Ashley Washington,40,shared interest in Financial Forecasting
Mark Hester,Michael Matthews,70,shared interest in Financial Forecasting; matched desired role: Grader
Mark Hester,Scott Foster PhD,30,matched desired role: Grader
Mark Hester,Shawn Medina,30,matched desired role: Grader
Mark Hester,Mercedes Francis,30,matched desired role: Grader
Mark Hester,Shannon Reyes,30,matched desired role: Grader
